time (hr),oxidation,excitation,log10-oxidation,log10-excitation,log10-inactivation
8.234309623430962,0.9999997658867893,0.9261313278880038,6.630574078934613,1.131539707931985,9.480585622443137
8.284518828451883,0.9999997864897456,0.9260677204601253,6.670581262056365,1.1311659030771128,9.520592805564888
8.334728033472803,0.9999998052770043,0.9260041216701642,6.710582757632771,1.1307924703833596,9.560594301141295
8.384937238493725,0.9999998224091925,0.9259405315180371,6.750579518025638,1.1304194091671986,9.60059106153416
8.435146443514645,0.9999998380347368,0.925876950003631,6.790578118899738,1.1300467187468204,9.640589662408262
8.485355648535565,0.9999998522802829,0.9258133771268047,6.830561532669541,1.1296743984421338,9.680573076178064
8.535564853556485,0.9999998652706249,0.925749812887389,6.870537704549149,1.1293024475747626,9.720549248057672
8.585774058577407,0.9999998771207359,0.9256862572851878,6.910521398219581,1.128930865468044,9.760532941728105
8.635983263598327,0.9999998879232307,0.9256227103199766,6.950484396380359,1.1285596514470138,9.800495939888883
8.686192468619247,0.99999989777546,0.925559171991506,6.990444834816252,1.1281888048384225,9.840456378324776
8.736401673640167,0.9999999067642056,0.9254956422994993,7.030417324406108,1.1278183249707139,9.880428867914631
8.786610878661088,0.9999999149598133,0.9254321212436545,7.070375795170981,1.1274482111740283,9.920387338679504
8.836820083682008,0.9999999224353211,0.925368608823645,7.110336001037182,1.127078462780206,9.960347544545705
8.88702928870293,0.9999999292551912,0.9253051050391188,7.150305422899912,1.1267090791227703,10.000316966408436
8.93723849372385,0.9999999354743528,0.9252416098896996,7.190267631013991,1.1263400595369333,10.040279174522514
8.98744769874477,0.9999999411468484,0.925178123374988,7.230230275815977,1.125971403359592,10.0802418193245
9.03765690376569,0.9999999463207249,0.9251146454945605,7.270193357342819,1.125603109929321,10.120204900851343
9.087866108786612,0.9999999510362719,0.9250511762479697,7.310125522654075,1.125235178586364,10.160137066162598
9.138075313807533,0.9999999553350553,0.9249877156347472,7.350033198962335,1.1248676086726452,10.200044742470858
9.188284518828453,0.9999999592548008,0.924924263654402,7.3899235544683854,1.1245003995317553,10.23993509797691
9.238493723849373,0.9999999628315189,0.9248608203064215,7.429825186444913,1.1241335505089525,10.279836729953438
9.288702928870293,0.9999999660892187,0.92479738559027,7.469662204093567,1.1237670609511436,10.319673747602092
9.338912133891215,0.999999969053058,0.9247339595053913,7.50938225889684,1.1234009302068961,10.359393802405364
